claim_id,adjudication_outcome,classification,published_status,audit_status,evidence_qualifications,evidence_tiers,source_independence,model_tiers,unresolved_replication_classes,claim_family,statement,model_domain,uncertainty_boundary,falsifier,adjudication,reviewer,last_verified_on,source_locations,evidence_artifacts
PD-CLAIM-319,supported,bounded_local_event_reachability_feasibility,supported_for_registered_local_bounded_model_scenario,exact_rk4_multiple_shooting_independent_replay_continuation_killswitch_refinement_adverse_and_multistart_controls_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,cross_tier_synthesis | planar_reduced,none_declared,ch07_model_ladder,"For the registered same-bracket model scenario, 32 of 38 exact-RK4 replays are feasible; the 6 infeasible cases are exactly displaced targets under zero authority, every enabled-channel case reaches its target, and the maximum feasible tangent residual is 8.82244e-11.","One synthetic analytical planar double-pendulum trajectory, one positive delivery guard, small event-tangent targets, and final event time restricted to the nominal crossing bracket.","The registered offsets are small, the event is confined to one nominal bracket, and the bounds are model scenarios rather than human measurements.","Any enabled-channel target fails independent replay, any displaced zero-authority target becomes feasible, event topology becomes ineligible, or mesh, step, or adverse-state controls fail.","The result is retained only as bounded local model-scenario feasibility. The failed multistart optimality gate suppresses channel, controller, and effort rankings. It does not establish global reachability, human capacity or strategy, passive torque, participant behavior, or coaching guidance.",Codex technical audit,2026-08-26,docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:389 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:403 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:410,docs/research/proximal_distal_energy_transfer/data/bounded_event_reachability.json | docs/research/proximal_distal_energy_transfer/data/bounded_event_reachability.npz | docs/research/proximal_distal_energy_transfer/figures/fig_bounded_event_reachability.pdf | docs/research/proximal_distal_energy_transfer/BOUNDED_EVENT_REACHABILITY.md | docs/research/proximal_distal_energy_transfer/MODEL_COMPLETION_FALSIFICATION_MATRIX.md | scripts/research/proximal_distal_energy/bounded_event_reachability.py | scripts/research/proximal_distal_energy/bounded_event_multiple_shooting.py | scripts/research/proximal_distal_energy/run_bounded_event_reachability.py | scripts/research/proximal_distal_energy/make_bounded_event_reachability_figure.py | tests/research/test_bounded_event_reachability.py | tests/research/test_bounded_event_multiple_shooting.py | tests/research/test_bounded_event_reachability_study.py | tests/research/test_bounded_event_reachability_evidence.py
PD-CLAIM-320,supported,bounded_event_optimality_gate_failure,supported_for_registered_local_bounded_model_scenario,exact_rk4_multiple_shooting_independent_replay_continuation_killswitch_refinement_adverse_and_multistart_controls_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,cross_tier_synthesis | planar_reduced,none_declared,ch07_model_ladder,"Both multistarts converge, but their scaled objectives of 2.05356e-8 and 2.56595e-8 differ by 24.9517%, exceeding the 5% gate; optimality evidence is inadequate and channel or controller rankings remain unavailable.","One synthetic analytical planar double-pendulum trajectory, one positive delivery guard, small event-tangent targets, and final event time restricted to the nominal crossing bracket.","Independent feasibility survives; minimum effort, controller superiority, and biological allocation do not.",A preregistered multistart/global solve brings all retained objectives within the 5% gate and independently reproduces any proposed ranking under matched tasks and bounds.,"The result is retained only as bounded local model-scenario feasibility. The failed multistart optimality gate suppresses channel, controller, and effort rankings. It does not establish global reachability, human capacity or strategy, passive torque, participant behavior, or coaching guidance.",Codex technical audit,2026-08-26,docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:424 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:432,docs/research/proximal_distal_energy_transfer/data/bounded_event_reachability.json | docs/research/proximal_distal_energy_transfer/data/bounded_event_reachability.npz | docs/research/proximal_distal_energy_transfer/figures/fig_bounded_event_reachability.pdf | docs/research/proximal_distal_energy_transfer/BOUNDED_EVENT_REACHABILITY.md | docs/research/proximal_distal_energy_transfer/MODEL_COMPLETION_FALSIFICATION_MATRIX.md | scripts/research/proximal_distal_energy/bounded_event_reachability.py | scripts/research/proximal_distal_energy/bounded_event_multiple_shooting.py | scripts/research/proximal_distal_energy/run_bounded_event_reachability.py | scripts/research/proximal_distal_energy/make_bounded_event_reachability_figure.py | tests/research/test_bounded_event_reachability.py | tests/research/test_bounded_event_multiple_shooting.py | tests/research/test_bounded_event_reachability_study.py | tests/research/test_bounded_event_reachability_evidence.py
PD-CLAIM-321,supported,small_synthetic_event_topology_preservation,supported_for_registered_synthetic_topology_model_scenarios,global_enumeration_delay_noise_pair_adequacy_channel_mask_step_and_horizon_controls_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,cross_tier_synthesis | planar_reduced,none_declared,ch07_model_ladder,"At the registered 0.01 synthetic scale and 0.20 s delay, the Phase A cell retains 192 unique-transverse outcomes and 96 of 96 topology-preserved independent pairs.","One synthetic open-loop analytical planar double pendulum, one geometric guard, declared command, delay, horizon, channel-mask, and dimensionless perturbation scenarios.","This is pair-level topology preservation, not target accuracy, human robustness, or a success probability.","Any raw replay in the registered cell changes status, crossing count, or direction, or the pair-level adequacy gate fails.","The result is retained only as topology evidence for the declared synthetic model scenarios. Human variability, anatomy, fatigue, strategy ranking, work/power, and coaching remain unavailable.",Codex technical audit,2026-08-26,docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:441 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:449,docs/research/proximal_distal_energy_transfer/data/event_topology_robustness.json | docs/research/proximal_distal_energy_transfer/data/event_topology_robustness.npz | docs/research/proximal_distal_energy_transfer/data/event_topology_stress_extension.json | docs/research/proximal_distal_energy_transfer/data/event_topology_stress_extension.npz | docs/research/proximal_distal_energy_transfer/data/event_topology_channel_matrix.json | docs/research/proximal_distal_energy_transfer/data/event_topology_channel_matrix.npz | docs/research/proximal_distal_energy_transfer/figures/fig_event_topology_robustness.pdf | docs/research/proximal_distal_energy_transfer/EVENT_TOPOLOGY_ROBUSTNESS.md | scripts/research/proximal_distal_energy/event_topology_robustness.py | scripts/research/proximal_distal_energy/event_robustness_noise.py | scripts/research/proximal_distal_energy/event_robustness_study.py | scripts/research/proximal_distal_energy/event_robustness_summary.py | scripts/research/proximal_distal_energy/event_topology_channel_controls.py | scripts/research/proximal_distal_energy/run_event_topology_robustness.py | scripts/research/proximal_distal_energy/run_event_topology_stress_extension.py | scripts/research/proximal_distal_energy/run_event_topology_channel_matrix.py
PD-CLAIM-322,supported,adaptive_synthetic_event_topology_failure_region,supported_for_registered_synthetic_topology_model_scenarios,global_enumeration_delay_noise_pair_adequacy_channel_mask_step_and_horizon_controls_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,cross_tier_synthesis | planar_reduced,none_declared,ch07_model_ladder,"At the registered 0.50 synthetic stress and 0.20 s delay, Phase B retains 118 absent, 7 multiple, and 67 unique-transverse outcomes; 2 of 96 independent pairs preserve nominal topology.","One synthetic open-loop analytical planar double pendulum, one geometric guard, declared command, delay, horizon, channel-mask, and dimensionless perturbation scenarios.","The fixed Phase B ladder is an artificial stress-to-failure map, not a human tolerance or biological noise calibration.","Raw arrays fail to reproduce the registered counts, the fixed stop rule is incomplete, or source/seed/pair adequacy drifts.","The result is retained only as topology evidence for the declared synthetic model scenarios. Human variability, anatomy, fatigue, strategy ranking, work/power, and coaching remain unavailable.",Codex technical audit,2026-08-26,docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:441 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:457,docs/research/proximal_distal_energy_transfer/data/event_topology_robustness.json | docs/research/proximal_distal_energy_transfer/data/event_topology_robustness.npz | docs/research/proximal_distal_energy_transfer/data/event_topology_stress_extension.json | docs/research/proximal_distal_energy_transfer/data/event_topology_stress_extension.npz | docs/research/proximal_distal_energy_transfer/data/event_topology_channel_matrix.json | docs/research/proximal_distal_energy_transfer/data/event_topology_channel_matrix.npz | docs/research/proximal_distal_energy_transfer/figures/fig_event_topology_robustness.pdf | docs/research/proximal_distal_energy_transfer/EVENT_TOPOLOGY_ROBUSTNESS.md | scripts/research/proximal_distal_energy/event_topology_robustness.py | scripts/research/proximal_distal_energy/event_robustness_noise.py | scripts/research/proximal_distal_energy/event_robustness_study.py | scripts/research/proximal_distal_energy/event_robustness_summary.py | scripts/research/proximal_distal_energy/event_topology_channel_controls.py | scripts/research/proximal_distal_energy/run_event_topology_robustness.py | scripts/research/proximal_distal_energy/run_event_topology_stress_extension.py | scripts/research/proximal_distal_energy/run_event_topology_channel_matrix.py
PD-CLAIM-323,supported,channel_mask_topology_and_numerical_support_control,supported_for_registered_synthetic_topology_model_scenarios,global_enumeration_delay_noise_pair_adequacy_channel_mask_step_and_horizon_controls_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,cross_tier_synthesis | planar_reduced,none_declared,ch07_model_ladder,"The 0.001, 0.002, and 0.004 s Phase C controls preserve topology identity; 0.60 and 0.80 s horizons agree, while the 0.40 s horizon misses a wrist-only crossing retained at 0.579326 s.","One synthetic open-loop analytical planar double pendulum, one geometric guard, declared command, delay, horizon, channel-mask, and dimensionless perturbation scenarios.","Channel masks are generalized-coordinate countermodels, and the horizon result is truncation evidence rather than strategy ranking.","Any registered step changes topology identity, expanded horizons disagree, zero authority acquires command noise, or the wrist event is not retained at the reported expanded-horizon time.","The result is retained only as topology evidence for the declared synthetic model scenarios. Human variability, anatomy, fatigue, strategy ranking, work/power, and coaching remain unavailable.",Codex technical audit,2026-08-26,docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:441 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:465 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:475 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:481,docs/research/proximal_distal_energy_transfer/data/event_topology_robustness.json | docs/research/proximal_distal_energy_transfer/data/event_topology_robustness.npz | docs/research/proximal_distal_energy_transfer/data/event_topology_stress_extension.json | docs/research/proximal_distal_energy_transfer/data/event_topology_stress_extension.npz | docs/research/proximal_distal_energy_transfer/data/event_topology_channel_matrix.json | docs/research/proximal_distal_energy_transfer/data/event_topology_channel_matrix.npz | docs/research/proximal_distal_energy_transfer/figures/fig_event_topology_robustness.pdf | docs/research/proximal_distal_energy_transfer/EVENT_TOPOLOGY_ROBUSTNESS.md | scripts/research/proximal_distal_energy/event_topology_robustness.py | scripts/research/proximal_distal_energy/event_robustness_noise.py | scripts/research/proximal_distal_energy/event_robustness_study.py | scripts/research/proximal_distal_energy/event_robustness_summary.py | scripts/research/proximal_distal_energy/event_topology_channel_controls.py | scripts/research/proximal_distal_energy/run_event_topology_robustness.py | scripts/research/proximal_distal_energy/run_event_topology_stress_extension.py | scripts/research/proximal_distal_energy/run_event_topology_channel_matrix.py
PD-CLAIM-324,supported,prospective_outcome_blind_controller_registration,supported_as_registered_numerical_prerequisite_without_evaluation,registration_manufactured_solver_and_shared_equation_plant_transport_recomputed,hypothesis_or_prospective_protocol | project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,cross_tier_synthesis | planar_reduced,none_declared,ch07_model_ladder,"The prospective registration declares 9 controller families, 24 evaluation trials, 8 disjoint tuning trials, 0 controller evaluations, and 0 ranking-eligible methods.","One prospective analytical double-pendulum comparison, one manufactured damped-pendulum solver fixture, and shared-equation RK4 transport to the canonical ODE backend.","The finite synthetic registration is not controller performance, global optimality, human control, anatomy, fatigue, or coaching evidence.","The deterministic report changes, tuning and evaluation overlap, a parent digest drifts, or any method becomes ranking-eligible.","The result is retained only as a numerical prerequisite. No controller comparison, human inference, passive-torque claim, or coaching recommendation is released.",Codex technical audit,2026-08-26,docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:489 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:518,docs/research/proximal_distal_energy_transfer/data/nonlinear_controller_comparison_registration.json | docs/research/proximal_distal_energy_transfer/data/nonlinear_controller_solver_qualification.json | docs/research/proximal_distal_energy_transfer/data/nonlinear_controller_plant_transport.json | docs/research/proximal_distal_energy_transfer/NONLINEAR_CONTROLLER_COMPARISON_REGISTRATION.md | docs/research/proximal_distal_energy_transfer/NONLINEAR_CONTROLLER_SOLVER_QUALIFICATION.md | docs/research/proximal_distal_energy_transfer/NONLINEAR_CONTROLLER_PLANT_TRANSPORT.md | scripts/research/proximal_distal_energy/nonlinear_controller_registration.py | scripts/research/proximal_distal_energy/nonlinear_controller_numerics.py | scripts/research/proximal_distal_energy/nonlinear_controller_kernels.py | scripts/research/proximal_distal_energy/nonlinear_controller_qualification.py | scripts/research/proximal_distal_energy/nonlinear_controller_plant_transport.py | tests/research/test_nonlinear_controller_comparison_registration.py | tests/research/test_nonlinear_controller_solver_qualification.py | tests/research/test_nonlinear_controller_plant_transport.py
PD-CLAIM-325,supported,manufactured_nonlinear_solver_mechanics_qualification,supported_as_registered_numerical_prerequisite_without_evaluation,registration_manufactured_solver_and_shared_equation_plant_transport_recomputed,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,cross_tier_synthesis | planar_reduced,none_declared,ch07_model_ladder,"The manufactured fixture qualifies 1 solver kernel with a maximum directional-derivative discrepancy of 1.0477729794899915e-11, maximum bound violation 0.0, 0 double-pendulum evaluations, and 0 ranking-eligible methods.","One prospective analytical double-pendulum comparison, one manufactured damped-pendulum solver fixture, and shared-equation RK4 transport to the canonical ODE backend.","Manufactured solver mechanics are not golf performance, model adequacy, human control, passive torque, or coaching evidence.","Derivatives, bounds, accepted-cost descent, replay, cold/warm sensitivity, typed failure, or zero-evaluation gates fail.","The result is retained only as a numerical prerequisite. No controller comparison, human inference, passive-torque claim, or coaching recommendation is released.",Codex technical audit,2026-08-26,docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:499 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:518,docs/research/proximal_distal_energy_transfer/data/nonlinear_controller_comparison_registration.json | docs/research/proximal_distal_energy_transfer/data/nonlinear_controller_solver_qualification.json | docs/research/proximal_distal_energy_transfer/data/nonlinear_controller_plant_transport.json | docs/research/proximal_distal_energy_transfer/NONLINEAR_CONTROLLER_COMPARISON_REGISTRATION.md | docs/research/proximal_distal_energy_transfer/NONLINEAR_CONTROLLER_SOLVER_QUALIFICATION.md | docs/research/proximal_distal_energy_transfer/NONLINEAR_CONTROLLER_PLANT_TRANSPORT.md | scripts/research/proximal_distal_energy/nonlinear_controller_registration.py | scripts/research/proximal_distal_energy/nonlinear_controller_numerics.py | scripts/research/proximal_distal_energy/nonlinear_controller_kernels.py | scripts/research/proximal_distal_energy/nonlinear_controller_qualification.py | scripts/research/proximal_distal_energy/nonlinear_controller_plant_transport.py | tests/research/test_nonlinear_controller_comparison_registration.py | tests/research/test_nonlinear_controller_solver_qualification.py | tests/research/test_nonlinear_controller_plant_transport.py
PD-CLAIM-326,supported,shared_equation_controller_plant_transport_parity,supported_as_registered_numerical_prerequisite_without_evaluation,registration_manufactured_solver_and_shared_equation_plant_transport_recomputed,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,cross_tier_synthesis | planar_reduced,none_declared,ch07_model_ladder,"The plant-transport report contains 12 parity cases across 3 step sizes and 4 invalid-input controls, with maximum state parity error 0.0, 0 controller evaluations, and 0 ranking-eligible methods.","One prospective analytical double-pendulum comparison, one manufactured damped-pendulum solver fixture, and shared-equation RK4 transport to the canonical ODE backend.","Shared-equation code-path parity is not independent physics validation, controller performance, human evidence, or coaching authority.","Any step differs from the canonical ODE backend beyond the gate, replay or input immutability fails, or an invalid input emits a trajectory.","The result is retained only as a numerical prerequisite. No controller comparison, human inference, passive-torque claim, or coaching recommendation is released.",Codex technical audit,2026-08-26,docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:510 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:518,docs/research/proximal_distal_energy_transfer/data/nonlinear_controller_comparison_registration.json | docs/research/proximal_distal_energy_transfer/data/nonlinear_controller_solver_qualification.json | docs/research/proximal_distal_energy_transfer/data/nonlinear_controller_plant_transport.json | docs/research/proximal_distal_energy_transfer/NONLINEAR_CONTROLLER_COMPARISON_REGISTRATION.md | docs/research/proximal_distal_energy_transfer/NONLINEAR_CONTROLLER_SOLVER_QUALIFICATION.md | docs/research/proximal_distal_energy_transfer/NONLINEAR_CONTROLLER_PLANT_TRANSPORT.md | scripts/research/proximal_distal_energy/nonlinear_controller_registration.py | scripts/research/proximal_distal_energy/nonlinear_controller_numerics.py | scripts/research/proximal_distal_energy/nonlinear_controller_kernels.py | scripts/research/proximal_distal_energy/nonlinear_controller_qualification.py | scripts/research/proximal_distal_energy/nonlinear_controller_plant_transport.py | tests/research/test_nonlinear_controller_comparison_registration.py | tests/research/test_nonlinear_controller_solver_qualification.py | tests/research/test_nonlinear_controller_plant_transport.py
PD-CLAIM-302,supported,native_constraint_formulation_discrepancy_design,complete_for_declared_single_state_control,native_constraint_integrator_and_formulation_discrepancy_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,spatial_reduced | two_hand_or_bilateral,none_declared,ch06c_spatial_cross_formulation,"A MuJoCo-native branch uses two connect equalities, mj_step, and qfrc_constraint from the same initial state as a projected bilateral compliant-contact branch.","One synthetic subject-scaled closed state, two bilateral three-row MuJoCo connect equalities, one projected bilateral Kelvin-Voigt formulation, a four-millisecond horizon, and two time steps.",The branches do not encode equivalent constitutive laws and the contact parameters are uncalibrated engineering values.,"The native path does not call mj_step, fewer than six native constraint rows are active, or the initial states differ.",The native MuJoCo constraint-and-integrator branch executes and differs from the projected formulation; no equivalence or human claim is inferred.,Codex technical audit,2026-08-21,docs/research/proximal_distal_energy_transfer/chapters/_ch06c_spatial_cross_formulation.qmd:510,docs/research/proximal_distal_energy_transfer/data/articulated_native_constraint_discrepancy.json | docs/research/proximal_distal_energy_transfer/data/articulated_native_constraint_discrepancy.npz | docs/research/proximal_distal_energy_transfer/figures/fig_articulated_native_constraint_discrepancy.pdf | scripts/research/proximal_distal_energy/articulated_native_constraint_discrepancy.py | scripts/research/proximal_distal_energy/run_articulated_native_constraint_discrepancy.py | scripts/research/proximal_distal_energy/make_articulated_native_constraint_discrepancy_figure.py | scripts/research/proximal_distal_energy/register_articulated_native_constraint_discrepancy_claims.py | scripts/research/proximal_distal_energy/spatial_full_body.py | scripts/research/proximal_distal_energy/articulated_forward_integration.py | tests/research/test_articulated_native_constraint_discrepancy.py | tests/research/test_spatial_full_body_cross_formulation.py
PD-CLAIM-303,supported,native_constraint_formulation_discrepancy_result,supported_at_declared_state_horizon_and_steps,native_constraint_integrator_and_formulation_discrepancy_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,spatial_reduced | two_hand_or_bilateral,none_declared,ch06c_spatial_cross_formulation,The native equality and projected compliant-contact branches produce a nonzero trajectory discrepancy while the disabled-equality killswitch produces zero native constraint force.,"One synthetic subject-scaled closed state, two bilateral three-row MuJoCo connect equalities, one projected bilateral Kelvin-Voigt formulation, a four-millisecond horizon, and two time steps.",The discrepancy measures two declared formulations at one state; it is not a statistical uncertainty bound or engine-equivalence result.,"The active native force is zero, the killswitch force is nonzero, the formulations are numerically identical, or a registered finite-value gate fails.",The native MuJoCo constraint-and-integrator branch executes and differs from the projected formulation; no equivalence or human claim is inferred.,Codex technical audit,2026-08-21,docs/research/proximal_distal_energy_transfer/chapters/_ch06c_spatial_cross_formulation.qmd:525,docs/research/proximal_distal_energy_transfer/data/articulated_native_constraint_discrepancy.json | docs/research/proximal_distal_energy_transfer/data/articulated_native_constraint_discrepancy.npz | docs/research/proximal_distal_energy_transfer/figures/fig_articulated_native_constraint_discrepancy.pdf | scripts/research/proximal_distal_energy/articulated_native_constraint_discrepancy.py | scripts/research/proximal_distal_energy/run_articulated_native_constraint_discrepancy.py | scripts/research/proximal_distal_energy/make_articulated_native_constraint_discrepancy_figure.py | scripts/research/proximal_distal_energy/register_articulated_native_constraint_discrepancy_claims.py | scripts/research/proximal_distal_energy/spatial_full_body.py | scripts/research/proximal_distal_energy/articulated_forward_integration.py | tests/research/test_articulated_native_constraint_discrepancy.py | tests/research/test_spatial_full_body_cross_formulation.py
PD-CLAIM-304,supported,native_constraint_formulation_inference_boundary,explicitly_bounded,native_constraint_integrator_and_formulation_discrepancy_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,cross_tier_synthesis | spatial_reduced | two_hand_or_bilateral,none_declared,ch06c_spatial_cross_formulation,"Native constraint-and-integrator execution does not validate either contact law, anatomical grip mechanics, engine equivalence, human transfer, or coaching strategy.","One synthetic subject-scaled closed state, two bilateral three-row MuJoCo connect equalities, one projected bilateral Kelvin-Voigt formulation, a four-millisecond horizon, and two time steps.","Calibrated distributed grip, articulated bilateral native contact, population uncertainty, and governed human data remain open.","A physical-equivalence, anatomical, human-transfer, or coaching claim is attributed to this synthetic discrepancy control alone.",The native MuJoCo constraint-and-integrator branch executes and differs from the projected formulation; no equivalence or human claim is inferred.,Codex technical audit,2026-08-21,docs/research/proximal_distal_energy_transfer/chapters/_ch06c_spatial_cross_formulation.qmd:535 | docs/research/proximal_distal_energy_transfer/chapters/_ch06cb_spatial_cross_tail.qmd:86 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:573 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:587 | docs/research/proximal_distal_energy_transfer/chapters/_ch07_model_ladder.qmd:688 | docs/research/proximal_distal_energy_transfer/chapters/_ch09_conclusions.qmd:100,docs/research/proximal_distal_energy_transfer/data/articulated_native_constraint_discrepancy.json | docs/research/proximal_distal_energy_transfer/data/articulated_native_constraint_discrepancy.npz | docs/research/proximal_distal_energy_transfer/figures/fig_articulated_native_constraint_discrepancy.pdf | scripts/research/proximal_distal_energy/articulated_native_constraint_discrepancy.py | scripts/research/proximal_distal_energy/run_articulated_native_constraint_discrepancy.py | scripts/research/proximal_distal_energy/make_articulated_native_constraint_discrepancy_figure.py | scripts/research/proximal_distal_energy/register_articulated_native_constraint_discrepancy_claims.py | scripts/research/proximal_distal_energy/spatial_full_body.py | scripts/research/proximal_distal_energy/articulated_forward_integration.py | tests/research/test_articulated_native_constraint_discrepancy.py | tests/research/test_spatial_full_body_cross_formulation.py
PD-CLAIM-277,supported,subject_scaled_articulated_contact_projection_design,complete_for_declared_same_state_matrix,articulated_contact_projection_power_geometry_and_initial_acceleration_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,articulated_spatial | spatial_reduced,none_declared,ch06c_spatial_cross_formulation,Finite bilateral Kelvin-Voigt forces are projected through the hand and club Jacobians at all 234 closed states without direct club actuation.,"Six synthetic profiles, three grip spans, 13 closed states per case, 20 scalar coordinates, finite point contact, and two native engines.","The contact law, geometry, and perturbation are engineering values rather than participant or equipment calibration.","Any force is prescribed independently of achieved contact state, action-reaction or virtual power fails, or a closed state is omitted.",All registered states pass the same-state contact-projection gates. The result is restricted to generalized force and initial acceleration.,Codex technical audit,2026-08-15,docs/research/proximal_distal_energy_transfer/chapters/_ch06c_spatial_cross_formulation.qmd:549 | docs/research/proximal_distal_energy_transfer/chapters/_ch06c_spatial_cross_formulation.qmd:556 | docs/research/proximal_distal_energy_transfer/chapters/_ch06c_spatial_cross_formulation.qmd:563,docs/research/proximal_distal_energy_transfer/data/articulated_contact_projection.json | docs/research/proximal_distal_energy_transfer/data/articulated_contact_projection.npz | docs/research/proximal_distal_energy_transfer/figures/fig_articulated_contact_projection.pdf | scripts/research/proximal_distal_energy/articulated_contact_projection.py | scripts/research/proximal_distal_energy/run_articulated_contact_projection.py | scripts/research/proximal_distal_energy/make_articulated_contact_projection_figure.py | scripts/research/proximal_distal_energy/register_articulated_contact_projection_claims.py | tests/research/test_articulated_contact_projection.py | docs/research/proximal_distal_energy_transfer/data/claim_numeric_reported_values.json
PD-CLAIM-278,supported,subject_scaled_articulated_contact_projection_result,supported_at_declared_same_state_initial_acceleration_tier,articulated_contact_projection_power_geometry_and_initial_acceleration_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,articulated_spatial | spatial_reduced,none_declared,ch06c_spatial_cross_formulation,"All 234 states pass contact, passivity, geometry-control, and native MuJoCo-Pinocchio initial-acceleration gates.","Six synthetic profiles, three grip spans, 13 closed states per case, 20 scalar coordinates, finite point contact, and two native engines.",The result is one same-state acceleration evaluation and contains no forward trajectory or accumulated work.,Any reproduced state exceeds a registered residual or native acceleration tolerance.,All registered states pass the same-state contact-projection gates. The result is restricted to generalized force and initial acceleration.,Codex technical audit,2026-08-15,docs/research/proximal_distal_energy_transfer/chapters/_ch06c_spatial_cross_formulation.qmd:573,docs/research/proximal_distal_energy_transfer/data/articulated_contact_projection.json | docs/research/proximal_distal_energy_transfer/data/articulated_contact_projection.npz | docs/research/proximal_distal_energy_transfer/figures/fig_articulated_contact_projection.pdf | scripts/research/proximal_distal_energy/articulated_contact_projection.py | scripts/research/proximal_distal_energy/run_articulated_contact_projection.py | scripts/research/proximal_distal_energy/make_articulated_contact_projection_figure.py | scripts/research/proximal_distal_energy/register_articulated_contact_projection_claims.py | tests/research/test_articulated_contact_projection.py | docs/research/proximal_distal_energy_transfer/data/claim_numeric_reported_values.json
PD-CLAIM-279,supported,subject_scaled_articulated_contact_projection_inference_boundary,explicitly_bounded,articulated_contact_projection_power_geometry_and_initial_acceleration_checked,project_executable_or_data,project_derivation_or_document | project_executable_or_generated,project_only,articulated_spatial | spatial_reduced,none_declared,ch06c_spatial_cross_formulation,"The same-state contact-projection result does not establish forward contact, contact loss, delivery, anatomy, equipment, muscle action, human transfer, slack benefit, timing economy, or coaching strategy.","Six synthetic profiles, three grip spans, 13 closed states per case, 20 scalar coordinates, finite point contact, and two native engines.","Forward integration, calibrated structure/contact, ground, and governed human evidence remain open.","A trajectory, human, equipment, or strategy claim is attributed to this initial-acceleration gate alone.",All registered states pass the same-state contact-projection gates. The result is restricted to generalized force and initial acceleration.,Codex technical audit,2026-08-15,docs/research/proximal_distal_energy_transfer/chapters/_ch06c_spatial_cross_formulation.qmd:580,docs/research/proximal_distal_energy_transfer/data/articulated_contact_projection.json | docs/research/proximal_distal_energy_transfer/data/articulated_contact_projection.npz | docs/research/proximal_distal_energy_transfer/figures/fig_articulated_contact_projection.pdf | scripts/research/proximal_distal_energy/articulated_contact_projection.py | scripts/research/proximal_distal_energy/run_articulated_contact_projection.py | scripts/research/proximal_distal_energy/make_articulated_contact_projection_figure.py | scripts/research/proximal_distal_energy/register_articulated_contact_projection_claims.py | tests/research/test_articulated_contact_projection.py
